260120231213, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 3.0, 0%, 26.97, 26/01/23 12:13:48 PM est

260120231214, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 3.0, 0%, 26.97, 26/01/23 12:14:29 PM est

260120231214, 14, "Stanley #2 Philips Screwdriver", true, 6.95, 3.0, 0%, 20.85, 26/01/23 12:14:44 PM est

260120231215, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 4.0, 0%, 35.96, 26/01/23 12:15:31 PM est

260120231217, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 4.0, 0%, 35.96, 26/01/23 12:17:10 PM est
260120231217, 14, "Stanley #2 Philips Screwdriver", true, 6.95, 4.0, 0%, 27.8, 26/01/23 12:17:16 PM est

260120231217, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 3.0, 0%, 26.97, 26/01/23 12:17:51 PM est
260120231217, 14, "Stanley #2 Philips Screwdriver", true, 6.95, 3.0, 0%, 20.85, 26/01/23 12:17:55 PM est

260120231219, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 3.0, 0%, 26.97, 26/01/23 12:19:32 PM est

260120231220, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 3.0, 0%, 26.97, 26/01/23 12:20:30 PM est

260120231244, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 4.0, 0%, 35.96, 26/01/23 12:44:50 PM est
260120231244, 14, "Stanley #2 Philips Screwdriver", true, 6.95, 15.0, 20%, 83.4, 26/01/23 12:44:58 PM est

260120231245, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 4.0, 0%, 35.96, 26/01/23 12:45:51 PM est

260120231246, 14, "Stanley #2 Philips Screwdriver", true, 6.95, 4.0, 0%, 27.8, 26/01/23 12:46:12 PM est

260120231250, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 4.0, 0%, 35.96, 26/01/23 12:50:33 PM est

260120231251, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 3.0, 0%, 26.97, 26/01/23 12:51:31 PM est

260120231253, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 7.0, 5%, 59.7835, 26/01/23 12:53:43 PM est

260120231315, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 33.0, 20%, 237.336, 26/01/23 01:15:20 PM est

260120231318, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 3.0, 0%, 26.97, 26/01/23 01:18:04 PM est

260120231441, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 4.0, 0%, 35.96, 26/01/23 02:41:30 PM est
260120231441, 1111, "Top Secret Twenty One - Janet Evanovich", true, 8.99, 4.0, 0%, 35.96, 26/01/23 02:41:36 PM est
260120231443, 2190, "Hefty 30 gal with handles - box 40", true, 19.00, 59.0, 20%, 896.8000000000001, 26/01/23 02:43:40 PM est
260120231444, 228865X, "3M Super 33+ electrical tape box 10", true, 32.50, 9.0, 0%, 292.5, 26/01/23 02:44:23 PM est
260120231444, RTX3452, "Laser Pointer", true, 38.80, 75.0, 20%, 2328.0, 26/01/23 02:44:50 PM est
260120231445, 89476, "Assos T-Evo shorts", true, 299.95, 65.0, 20%, 15597.400000000001, 26/01/23 02:45:11 PM est

